,,constrained_beds
min,asu_patients_all,368.0
min,asu_patients_allocated,368.0
min,asu_patients_displaced,0.0
min,asu_patients_unallocated,0.0
min,current_patients,368.0
min,total_patients,0.0
min,total_patients_asu,0.0
min,total_patients_displaced,0.0
min,total_patients_waited,0.0
mean,asu_patients_all,419.4675799086758
mean,asu_patients_allocated,418.2009132420091
mean,asu_patients_displaced,0.0
mean,asu_patients_unallocated,1.2666666666666666
mean,current_patients,419.4675799086758
mean,total_patients,4761.169863013699
mean,total_patients_asu,2719.052694063927
mean,total_patients_displaced,0.0
mean,total_patients_waited,126.98109589041096
median,asu_patients_all,419.0
median,asu_patients_allocated,418.0
median,asu_patients_displaced,0.0
median,asu_patients_unallocated,0.0
median,current_patients,419.0
median,total_patients,4761.0
median,total_patients_asu,2718.5
median,total_patients_displaced,0.0
median,total_patients_waited,105.0
max,asu_patients_all,474.0
max,asu_patients_allocated,462.0
max,asu_patients_displaced,0.0
max,asu_patients_unallocated,25.0
max,current_patients,474.0
max,total_patients,9523.0
max,total_patients_asu,5524.0
max,total_patients_displaced,0.0
max,total_patients_waited,415.0
percentile_95,asu_patients_all,443.5499999999993
percentile_95,asu_patients_allocated,441.0
percentile_95,asu_patients_displaced,0.0
percentile_95,asu_patients_unallocated,8.0
percentile_95,current_patients,443.5499999999993
percentile_95,total_patients,9052.0
percentile_95,total_patients_asu,5173.0999999999985
percentile_95,total_patients_displaced,0.0
percentile_95,total_patients_waited,312.0
